50
5
60,10
100,20
120,30
210,45
10,4
50
11
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
51,50
200
20
86,83
15,77
35,93
92,86
21,49
27,62
59,90
26,63
26,40
36,72
68,11
29,67
30,82
23,62
35,67
2,29
58,22
67,69
56,93
42,11
1000
40
132,113
153,127
34,178
72,183
44,146
133,49
1,129
122,128
50,143
46,43
58,87
156,188
41,16
78,162
184,184
98,129
8,117
47,3
138,43
141,120
169,134
63,75
3,122
65,138
133,6
45,64
52,191
159,153
115,45
29,38
167,52
121,79
34,128
123,168
88,124
59,64
139,58
132,74
12,95
101,198
1000
1000
86,183
115,177
135,193
92,186
21,49
27,162
59,90
126,163
26,140
136,172
168,11
29,167
130,182
123,62
135,67
2,129
58,22
167,69
56,193
42,11
173,29
119,21
137,184
124,198
170,115
126,13
180,91
73,156
170,62
81,196
125,105
127,84
105,136
129,46
57,113
95,124
145,182
167,14
164,34
150,43
8,87
178,76
184,188
51,3
199,154
60,132
168,76
12,139
186,26
139,94
170,195
178,34
1,67
102,97
92,117
156,52
80,101
41,86
89,65
19,44
129,40
117,31
171,97
75,81
127,109
56,167
153,97
165,186
83,106
24,19
71,128
29,132
19,103
168,70
115,108
149,140
123,196
45,18
51,46
155,121
88,179
28,164
150,41
100,193
164,34
114,124
56,187
91,143
165,27
136,59
151,32
28,37
7,75
121,74
195,58
37,29
193,35
28,18
11,143
129,128
4,176
163,43
138,13
40,6
18,104
88,128
117,169
196,117
143,124
183,70
99,90
125,172
190,44
139,105
186,154
82,69
64,142
107,197
4,155
11,148
28,22
143,99
168,146
22,140
10,111
1,5
130,61
105,78
136,120
26,44
65,122
16,108
58,82
37,124
24,62
36,0
99,52
150,179
71,68
131,173
130,81
94,133
163,60
181,199
196,99
173,159
68,13
95,190
66,126
140,84
84,90
142,176
107,136
156,45
18,179
12,87
172,148
9,59
10,136
187,142
101,6
172,113
55,121
199,19
104,121
11,139
67,140
28,105
150,127
58,184
24,120
69,22
81,196
84,30
172,92
50,72
185,25
99,22
42,40
113,98
190,98
190,124
181,9
136,19
155,132
4,194
169,179
176,73
55,50
142,60
84,179
5,193
167,21
13,104
154,161
59,126
2,144
106,2
21,184
68,42
189,128
108,72
98,158
8,36
48,153
133,103
48,133
154,90
146,167
129,168
46,100
197,188
190,49
33,103
97,163
92,53
125,86
196,152
188,175
129,157
60,36
121,14
104,60
27,28
148,50
102,156
97,194
43,99
2,39
3,28
81,100
138,47
151,159
134,135
92,139
127,15
29,104
164,49
29,85
135,143
100,177
171,38
89,149
188,167
195,92
144,143
190,29
140,82
169,141
32,26
42,61
117,160
161,23
109,81
25,190
167,196
34,77
26,90
57,124
168,14
158,5
186,112
146,100
194,126
152,116
129,178
90,146
170,47
80,51
193,31
27,57
86,112
155,14
90,112
79,12
169,10
74,189
41,155
33,20
88,187
166,138
84,170
17,56
60,6
37,49
59,5
118,17
183,145
58,73
37,73
83,89
78,7
114,157
129,71
59,100
38,18
188,25
33,74
81,157
158,93
99,70
39,17
163,169
194,22
47,173
62,31
190,82
191,92
115,57
157,121
91,174
151,147
21,31
140,137
30,54
125,98
116,81
2,116
139,31
4,196
180,138
21,18
62,170
179,12
85,177
104,136
83,176
159,7
144,57
111,99
150,127
160,36
105,18
49,163
111,44
134,5
175,91
14,155
168,189
118,193
82,5
182,22
30,117
174,93
193,126
53,86
74,143
113,14
177,179
175,162
119,88
132,110
17,94
35,146
91,137
143,153
128,173
91,125
18,110
36,17
55,163
58,90
104,130
61,171
85,33
73,189
51,4
50,5
103,68
6,85
39,195
120,149
26,167
77,163
181,196
160,65
155,36
118,170
142,11
196,132
121,179
184,70
27,172
40,34
72,83
30,198
147,63
30,150
114,173
122,59
124,47
35,82
4,32
43,154
86,98
78,40
62,159
83,62
48,41
124,123
122,72
135,154
57,21
147,165
176,171
18,69
103,101
133,53
159,107
6,128
120,197
108,84
98,134
176,191
115,98
171,52
159,189
10,106
24,16
139,109
178,0
53,109
114,81
189,138
67,26
23,147
31,187
122,132
75,81
179,50
54,190
131,150
57,13
181,94
3,81
33,120
181,182
15,87
25,96
122,4
151,92
32,97
181,134
15,106
108,57
199,195
97,162
176,83
177,154
187,109
182,132
66,21
60,163
11,82
86,85
130,85
183,190
76,114
20,116
125,92
39,128
90,125
160,136
43,18
128,137
21,182
155,110
25,88
170,15
53,37
122,8
150,183
97,57
126,27
71,69
149,51
128,110
198,39
10,88
177,193
176,90
152,199
87,131
99,177
166,57
17,152
135,41
98,168
195,184
5,176
28,66
128,154
193,108
197,78
72,155
45,174
125,0
83,197
127,12
21,182
134,93
134,39
159,21
157,185
161,154
172,162
116,141
50,52
82,62
17,199
173,154
106,15
164,51
63,190
172,91
137,37
28,59
80,71
56,187
141,190
152,170
111,65
117,69
83,161
112,151
106,100
67,38
89,164
154,32
75,104
141,79
138,12
36,169
156,170
160,44
14,49
114,65
86,126
39,183
135,169
21,152
190,193
109,89
73,31
135,64
95,148
113,77
198,33
155,149
193,155
156,68
133,160
86,23
158,171
140,77
181,45
190,161
50,123
154,100
164,75
24,42
119,59
44,89
38,69
176,151
19,183
143,133
156,104
75,181
11,66
112,167
129,192
68,102
2,131
7,174
16,118
177,183
72,87
157,173
125,62
197,133
18,96
153,141
74,126
193,180
148,85
30,105
159,29
160,98
24,162
80,119
102,41
80,10
183,126
140,189
123,108
157,138
31,93
20,110
90,105
191,13
70,38
67,21
71,29
143,180
99,95
88,24
186,154
32,169
110,169
30,173
63,33
79,187
49,94
151,99
64,139
130,142
115,86
115,149
81,186
34,11
187,133
87,122
43,173
142,119
44,154
139,124
63,59
153,18
69,112
4,105
199,133
19,134
35,115
53,87
50,69
2,87
162,37
10,89
160,5
111,104
29,157
16,3
21,92
5,122
179,43
128,161
47,178
45,100
187,82
151,99
186,189
26,153
194,148
106,36
92,107
64,17
20,121
166,80
154,194
37,123
84,133
112,117
17,131
165,109
8,156
145,69
22,195
95,171
159,169
76,1
171,52
125,140
172,143
89,91
166,127
12,78
196,50
133,124
186,13
170,99
168,194
141,115
39,142
63,37
190,198
2,139
31,113
57,128
171,4
83,146
25,138
140,95
172,21
34,26
125,158
152,156
72,45
139,46
83,111
61,3
142,25
139,16
144,174
130,196
94,67
157,13
60,119
92,50
76,32
190,79
35,153
198,95
141,107
170,137
140,176
1,184
0,83
9,92
40,96
163,139
104,135
6,73
123,164
149,51
130,151
104,139
186,165
25,102
191,79
7,147
131,84
119,161
53,131
27,128
19,94
181,143
168,123
39,187
38,43
194,188
80,120
86,98
152,18
98,63
10,95
179,105
66,142
25,98
178,72
166,53
148,197
72,147
86,116
159,112
100,77
197,153
3,132
151,35
98,107
154,49
106,61
3,134
184,125
197,28
33,163
160,115
14,181
97,185
97,100
129,8
113,149
34,79
114,116
175,185
186,165
26,130
16,92
169,29
9,152
115,166
33,195
176,28
13,47
100,26
186,62
163,29
108,100
16,197
182,175
140,144
26,120
165,118
99,194
146,134
53,108
103,62
42,86
134,32
10,7
69,34
15,196
96,184
182,124
51,65
161,116
37,143
61,187
181,2
88,160
20,79
93,141
28,124
108,135
142,162
196,70
66,163
100,11
87,115
132,34
150,90
33,93
80,139
93,94
54,13
44,182
123,75
151,138
73,151
65,11
81,168
83,13
177,99
14,135
169,64
107,146
191,72
11,140
187,23
36,57
39,193
20,81
171,114
18,171
134,196
164,83
97,167
67,0
135,74
90,33
132,57
129,149
90,123
147,92
149,29
22,135
168,140
55,43
166,139
136,25
60,53
20,52
4,157
183,87
121,140
197,26
127,5
128,78
170,169
198,27
163,120
60,21
16,83
23,67
92,182
35,111
163,153
62,8
95,168
60,198
176,168
173,9
87,103
73,54
81,57
129,23
44,196
80,142
9,12
147,55
166,54
159,134
142,81
1,173
171,38
158,13
22,99
155,84
90,61
71,180
3,123
120,0
142,0
12,152
7,104
158,159
94,125
158,117
90,36
26,160
173,14
65,137
21,148
9,20
0,63
186,32
33,4
156,58
10,127
31,168
128,169
46,141
58,174
10,5
165,101
67,189
126,90
38,132
105,99
162,0
32,57
61,148
7,17
97,169
138,169
139,128
70,18
192,185
142,80
133,154
143,107
150,0
85,21
120,188
140,190
47,34
183,125
94,61
30,142
63,191
120,120
138,154
92,142
22,130
85,34
94,108
108,180
2,44
184,145
87,122
157,125
2,135
148,92
186,96
40,130
51,49
156,112
54,189
72,48
82,28
88,157
137,176
20,197
94,139
14,5
82,182
69,123
15,36
84,17
99,153
154,124
36,150
92,110
158,42
23,164
121,41
169,111
60,10
102,190
147,155
89,116
39,181
17,158
175,6
111,101
178,74
177,65
176,166
161,69
33,134
0
